,text,start,duration
1920,"I'm going to throw away the old
one that I don't want to use.",5105.12,3.04
1921,"And I'm going to reconnect
this so that now--",5108.16,3.3
1922,OK.,5111.46,0.5
1923,"It's going to say hello for two
seconds and then my name, hopefully.",5111.96,3.0
1924,So let me click Stop and Start.,5114.96,2.22
1925,D-A-V-I-D. Enter.,5117.18,3.79
1926,OK.,5120.97,0.57
1927,"So it's better, but it's
kind of poorly implemented.",5121.54,4.037
1928,"Like, come on.",5125.577,0.583
1929,I just wanted to say hello comma David.,5126.16,1.625
1930,Why is that hard?,5127.785,1.0
1931,"Well, maybe we can actually
combine these a little differently.",5128.785,2.625
1932,And let me propose this.,5131.41,1.2
1933,"Let me actually get rid
of these blocks again.",5132.61,3.15
1934,"And let me go ahead
and just say one thing.",5135.76,2.67
1935,"But can I somehow combine this to say
hello comma David all in one breath?",5138.43,5.22
1936,"Well, it turns out if
I go under Operators,",5143.65,2.698
1937,"I know from having played with this
before that there's this puzzle",5146.348,2.792
1938,piece down here called join.,5149.14,1.89
1939,It's an oval.,5151.03,1.433
1940,"It's a little big, but,
again, it will grow to fill.",5152.463,2.167
1941,"And by default, it wants to join
two words, ""apple"" and ""banana.""",5154.63,2.708
1942,But those are just placeholders.,5157.338,2.492
1943,"So let me go ahead and drag
this over the default hello.",5159.83,4.16
1944,"Let me change ""apple"" to hello
comma space and then banana.",5163.99,4.71
1945,Let me go back to Sensing.,5168.7,1.53
1946,"Let me grab answer and
drag and drop that.",5170.23,3.4
1947,"So now notice that I'm
kind of layering my ideas.",5173.63,3.11
1948,"And put another way, the
output of this join block",5176.74,4.24
1949,"is presumably going to
join two things together,",5180.98,2.0
1950,apple and banana or hello comma David.,5182.98,2.13
1951,"And then the output of join is
going to become the input to say.",5185.11,4.35
1952,"So aesthetically, it just looks better.",5189.46,2.44
1953,"It's still correct,
but it's just better.",5191.9,1.89
1954,"So if I type ""David,"" and
hit Enter, hello, David.",5193.79,3.05
1955,"This is what a normal
program would presumably",5196.84,1.98
1956,"do, not show you part of the phrase
and then the rest of the phrase.",5198.82,3.57
1957,"Like, it's just better in this way.",5202.39,1.84
1958,"So let's connect this now to this same
puzzle piece and this methodology.",5204.23,4.25
1959,"So here's that same puzzle piece, ask.",5208.48,2.13
1960,"How do we fit it into this input
and output flow with algorithms?",5210.61,2.91
1961,"Well, the input to that puzzle piece
is something like, what's your name,",5213.52,3.6
1962,question mark.,5217.12,1.08
1963,"Then the algorithm or the
code implementation thereof",5218.2,3.48
1964,"is this ask block and wait so the human
has a moment to type their response in.",5221.68,4.56
1965,"The output of that function
recall is a return value.",5226.24,3.308
1966,"You don't see anything on the screen by
default because we've not used say yet,",5229.548,3.292
1967,but we get this return value.,5232.84,2.02
1968,"And let me scooch everything
over now so that we can now",5234.86,3.26
1969,join those inputs together.,5238.12,1.99
1970,So here's this puzzle piece.,5240.11,1.5
1971,"Let me go ahead and propose that
the inputs now to the join block",5241.61,3.33
1972,"are two arguments or two parameters,
so to speak, hello and answer.",5244.94,5.16
1973,"They go into that join puzzle
piece, whose purpose in life",5250.1,2.64
1974,is to return one joined version thereof.,5252.74,3.3
1975,"Let me slide this all
over logically now so",5256.04,2.43
1976,"that now that output becomes
the input to the say block",5258.47,4.38
1977,"and now is why the cat has the
speech bubble saying all at once,",5262.85,3.48
1978,hello comma David.,5266.33,1.41
1979,"So what we've done here is
kind of composed the output",5267.74,3.88
1980,"and from one function
into the input of another.",5271.62,2.397
1981,"And you can think of this in
a couple of different ways,",5274.017,2.333
1982,"left to right, as I
did there, or kind of",5276.35,1.8
1983,"like stacking these things
on top of one another.",5278.15,2.59
1984,"But at the end of the
day, even as programming",5280.74,2.12
1985,"gets more and more powerful for us,
it's just inputs and outputs, inputs",5282.86,4.65
1986,and outputs.,5287.51,0.81
1987,"And thankfully, with built-in
functionality from our friends",5288.32,2.91
1988,"at MIT who designed Scratch, I can
even do something playful like this.",5291.23,3.45
1989,"I can go to that Extensions
button at the bottom.",5294.68,2.31
1990,"And there's a lot of fancy things I
can add here, like text-to-speech.",5296.99,3.27
1991,"So let me go ahead and
choose text-to-speech.",5300.26,2.42
1992,"And let me go ahead here and
change the say block in purple.",5302.68,5.37
1993,"Let me get rid of the say
block, and let me borrow this.",5308.05,2.4
1994,Let me get the speak block like this.,5310.45,2.85
1995,And now let me drag and drop this oval.,5313.3,1.95
1996,It's going to grow to fill.,5315.25,1.22
1997,"And I think it's just about to
be a little more interesting.",5316.47,2.5
1998,"Let me click Play now, and
hopefully this isn't too loud.",5318.97,3.12
1999,D-A-V-I-D. Enter.,5322.09,2.19
2000,"SPEAKER: Hello, David.",5324.28,1.668
2001,DAVID J. MALAN: OK.,5325.948,0.792
2002,[APPLAUSE],5326.74,0.99
2003,Thank you.,5327.73,2.62
2004,Thank you.,5330.35,0.63
2005,That's a low bar.,5330.98,0.855
2006,"[CHUCKLES] Let me go ahead
and set the voice too.",5331.835,2.715
2007,"And you might now remember
how we began class, where",5334.55,2.28
2008,"we had a robotic, computerized voice.",5336.83,2.25
2009,"Well, we didn't use Scratch at the time,
but we could change this in Scratch",5339.08,4.088
2010,alone to be a little different.,5343.168,1.292
2011,So D-A-V-I-D.,5344.46,1.43
2012,"SPEAKER: Hello, David.",5345.89,1.138
2013,DAVID J. MALAN: OK.,5347.028,0.792
2014,"Little creepy, but we can
play all day long with that.",5347.82,2.25
2015,"But the point is that
these functions are just",5350.07,2.055
2016,now doing something a little different.,5352.125,1.625
2017,But it's just these inputs and outputs.,5353.75,2.042
2018,"Well, let's make the
cat more like a cat.",5355.792,1.708
2019,"Let me go ahead and throw away
all of this asking question stuff.",5357.5,3.09
2020,"Let me go up to Sound,
and let me go ahead",5360.59,2.76
2021,and drag the play sound meow until done.,5363.35,2.91
2022,And here too it comes with meow.,5366.26,1.65
2023,You can add your own sounds as well.,5367.91,3.787
2024,"But I'm just going to use the
default meow and here too.",5371.697,2.333
2025,"Hopefully, this won't be too loud.",5374.03,1.417
2026,"Let's make the cat
meow by clicking Play.",5375.447,1.913
2027,[MEOWING],5377.36,2.17
2028,OK.,5379.53,0.5
2029,"It's a little piercing, but it's cute.",5380.03,2.17
2030,"And if I want the cat to meow twice,
I could just play the game twice.",5382.2,3.29
2031,[MEOWING],5385.49,2.92
2032,All right.,5388.41,0.5
2033,"But it would be nice to just get it
to meow automatically two, or three,",5388.91,3.45
2034,or more times.,5392.36,0.88
2035,So you know what I could do?,5393.24,1.52
2036,I could just drag a second one of these.,5394.76,2.06
2037,"Actually, you know what?",5396.82,1.0
2038,"I could even just right-click or
Control-click and duplicate them.",5397.82,2.97
2039,"But I'll just keep
dragging and dropping.",5400.79,1.32
2040,"There's different ways
to solve problems.",5402.11,1.56
2041,And now let me click Play.,5403.67,1.11
2042,[MEOWING],5404.78,2.59
2043,OK.,5407.37,0.5
2044,Cat does not sound particularly happy.,5407.87,2.07
2045,So we could go under--,5409.94,2.38
2046,how about Control?,5412.32,1.37
2047,We could wait one second.,5413.69,1.53
2048,"Now, there's no room, but it will
sort of expand to give room for me.",5415.22,3.52
2049,So let me try this.,5418.74,1.16
2050,"And now it's going to wait
one second in between meows.",5419.9,2.64
2051,[MEOWING],5422.54,3.288
2052,OK.,5426.82,0.51
2053,Let me stipulate that is correct.,5427.33,1.5
2054,"If my goal is to get the cat to meow
three times, it meowed three times.",5428.83,3.36
2055,"But per our discussion earlier of
algorithms and the design thereof,",5432.19,4.45
2056,this is not the best design.,5436.64,2.13
2057,[MEOWING],5438.77,0.99
2058,OK?,5439.76,0.5
2059,[LAUGHTER],5440.26,0.24
2060,Thank you for playing along at home.,5440.5,1.5
2061,Yeah.,5442.0,1.35
2062,"In what sense is this
arguably not well-designed?",5443.35,3.7
2063,Yeah.,5447.05,0.5
2064,AUDIENCE: You repeated yourself.,5447.55,1.38
2065,"DAVID J. MALAN: I repeated myself,
which actually in programming",5448.93,2.67
2066,tends not to be a good thing.,5451.6,1.84
2067,"Now, it was easy.",5453.44,1.07
2068,"I almost resorted to copy-paste,
which saves me time upfront.",5454.51,3.0
2069,But just imagine a contrived scenario.,5457.51,1.89
2070,"Now, what if I want it to wait
like two seconds in between?",5459.4,2.95
2071,All right.,5462.35,0.5
2072,It's not that big a deal.,5462.85,1.09
2073,"I change it here, and I change it here.",5463.94,1.7
2074,"But what if the program
is meant to meow 10 times?",5465.64,2.273
2075,"Then I have to change it here, and
here, and here, and here, and here.",5467.913,2.917
2076,And eventually I'm going to screw up.,5470.83,1.74
2077,Humans are fallible.,5472.57,0.9
2078,I'm going to overlook one of them.,5473.47,1.5
2079,"One time, it's going to be one second.",5474.97,1.29
2080,"Another is going to be two, and
just stupid things will happen.",5476.26,2.65
2081,"You're setting yourself up for
failure if you design things poorly.",5478.91,4.14
2082,"And so I would propose that we
use another type of building block",5483.05,3.39
2083,to solve this instead.,5486.44,1.29
2084,Yeah.,5487.73,0.825
2085,AUDIENCE: [INAUDIBLE],5488.555,0.255
2086,DAVID J. MALAN: Yeah.,5488.81,0.875
2087,"So we could use a loop and
just write minimal code",5489.685,3.265
2088,"but to accomplish even
more functionality.",5492.95,2.29
2089,"So let me throw away
most of these blocks.",5495.24,2.15
2090,"And let's go and grab this repeat
block, which we haven't used yet,",5497.39,3.6
2091,but it's right there.,5500.99,1.052
2092,"And as the name
suggests, this will allow",5502.042,1.708
2093,"me to repeat something
some number of times.",5503.75,2.1
2094,"Let me put these two
puzzle pieces inside.",5505.85,2.43
2095,It'll grow to fill.,5508.28,1.05
2096,Let me reconnect it to the green flag.,5509.33,2.04
2097,I'll change the default 10 to a 3.,5511.37,2.1
2098,And now--,5513.47,0.795
2099,[MEOWING],5514.265,3.261
2100,"It's just sort of better because if
now you want it to meow more times,",5518.94,3.35
2101,you change it one place.,5522.29,1.0
2102,"If you want it to slow down,
you change it in one place.",5523.29,2.333
2103,There's no room for error.,5525.623,1.657
2104,And that's generally a good thing.,5527.28,2.64
2105,But this is silly.,5529.92,0.75
2106,"Like, Scratch comes with a cat.",5530.67,1.68
2107,"Why didn't MIT give us a
puzzle piece called ""meow?""",5532.35,3.24
2108,"Like, why am I implementing
the idea of meowing myself?",5535.59,2.87
2109,"Like, that took me what?",5538.46,1.0
2110,"1, 2, 3, 4 puzzle pieces.",5539.46,1.95
2111,"Why isn't there just one
puzzle piece that meows for me?",5541.41,2.67
2112,"This too we can do in code, be it in
Scratch, or C, or other languages too.",5544.08,4.35
2113,"I'm going to go down to
these pink my blocks here,",5548.43,4.23
2114,where I can create my own puzzle piece.,5552.66,2.367
2115,"And I'm going to call
this literally ""meow.""",5555.027,1.833
2116,"And I'm going to go
ahead and just click OK.",5556.86,2.29
